8.000000	18.000000	
18.000000	28.000000	
28.000000	38.000000	
38.000000	48.000000	
48.000000	58.000000	
58.000000	68.000000	
68.000000	78.000000	
78.000000	88.000000	
88.000000	98.000000	
98.000000	108.000000	
108.000000	118.000000	
118.000000	128.000000	
128.000000	138.000000	
138.000000	148.000000	
148.000000	158.000000	
158.000000	168.000000	
168.000000	178.000000	
178.000000	188.000000	
188.000000	198.000000	
198.000000	208.000000	
208.000000	218.000000	
218.000000	228.000000	
228.000000	238.000000	
238.000000	248.000000	
248.000000	258.000000	
258.000000	268.000000	
268.000000	278.000000	
278.000000	288.000000	
288.000000	298.000000	
298.000000	308.000000	
308.000000	318.000000	
318.000000	328.000000	
328.000000	338.000000	
338.000000	348.000000	
348.000000	358.000000	
358.000000	368.000000	
368.000000	378.000000	
378.000000	388.000000	
388.000000	398.000000	
398.000000	408.000000	
408.000000	418.000000	
418.000000	428.000000	
428.000000	438.000000	
438.000000	448.000000	
448.000000	458.000000	
458.000000	468.000000	
468.000000	478.000000	
478.000000	488.000000	
488.000000	498.000000	
498.000000	508.000000	
508.000000	518.000000	
518.000000	528.000000	
528.000000	538.000000	
538.000000	548.000000	
548.000000	558.000000	
558.000000	568.000000	
568.000000	578.000000	
578.000000	588.000000	
588.000000	598.000000	
598.000000	608.000000	
608.000000	618.000000	
618.000000	628.000000	
628.000000	638.000000	
638.000000	648.000000	
648.000000	658.000000	
658.000000	668.000000	
668.000000	678.000000	
678.000000	688.000000	
688.000000	698.000000	
698.000000	708.000000	
708.000000	718.000000	
718.000000	728.000000	
728.000000	738.000000	
738.000000	748.000000	
748.000000	758.000000	
758.000000	768.000000	
768.000000	778.000000	
778.000000	788.000000	
788.000000	798.000000	
798.000000	808.000000	
808.000000	818.000000	
818.000000	828.000000	
828.000000	838.000000	
838.000000	848.000000	
848.000000	858.000000	
858.000000	868.000000	
868.000000	878.000000	
878.000000	888.000000	
888.000000	898.000000	
898.000000	908.000000	
908.000000	918.000000	
